translation
"{'en': 'In 1835 he met and befriended Taras Shevchenko.', 'fr': 'En juillet 1835 il rencontre et se lie avec Taras Chevtchenko.'}"
"{'en': '(1898) A Handbook for the Electrical Laboratory and Testing Room ""The Electrician"" Printing and Publishing Company (1901) Waves and Ripples in Water Air and Aether MacMillan (1902).', 'fr': '(1898) Le laboratoire d\'électricité (1898) Texte disponible en ligne sur IRIS A Handbook for the Electrical Laboratory and Testing Room ""The Electrician"" Printing and Publishing Company (1901) Waves and Ripples in Water Air and Aether MacMillan (1902).'}"
"{'en': ""Based on computer simulations Dactyl's pericenter must be more than about 65 km (40 mi) from Ida for it to remain in a stable orbit."", 'fr': ""D'après des simulations informatiques le périapside de Dactyle doit être supérieur à 65 kilomètres d'Ida pour lui permettre de rester sur une orbite stable.""}"
"{'en': 'The main tournament was delayed for a day and was moved 40 miles away to the Garden State Convention Center in Somerset New Jersey.', 'fr': ""Le tournoi est décalé d'un jour et déplacé à 40 kilomètres de son lieu initial à Somerset dans le New Jersey.""}"
"{'en': 'Exploration for uranium has increased.', 'fr': ""L'excrétion de l'urée augmente donc.""}"
"{'en': 'He is the author of a number of articles concerning the monuments at Delphi in particular the temple.', 'fr': ""Il est l'auteur de nombreux articles concernant les monuments de Delphes et en particulier le temple.""}"
"{'en': 'Often printers with soft plastic drums can have a very high cost of ownership that does not become apparent until the drum requires replacement.', 'fr': 'Souvent les imprimantes à tambours en plastique souple ont un coût de maintenance qui n’apparaît que quand celui-ci doit être remplacé.'}"
"{'en': 'Originally a military section of the Alton City Cemetery and in use since 1870 the half acre lot was donated to the federal government in 1940.', 'fr': ""À l'origine section militaire du cimetière de la ville d'Alton et en usage depuis les années 1870 la parcelle d'un demi-acre est donnée au gouvernement fédéral en 1940.""}"
"{'en': 'I only had to push the idea a bit in the first few days by sending out a press release which essentially acted as a catalyst.', 'fr': ""J'ai seulement eu l'idée de pousser un peu dans les premiers jours via l'envoi d'un communiqué de presse qui a essentiellement joué un rôle de catalyseur.""}"
"{'en': 'The law is concerned about the independence movement unlike the ex-Nazi prosecution which concentrates on the war crimes.', 'fr': 'La loi est préoccupée par le mouvement indépendantiste contrairement aux poursuites des anciens nazis se concentrant sur les crimes de guerre.'}"
"{'en': 'In 2004 according to OCRTEH (Central Office for the Repression of Trafficking in Human Beings) there were between 7000 and 7500 prostitutes of all sexes in Paris.', 'fr': ""En 2004 selon l'OCRTEH (Office central de répression de la traite des êtres humains) il existe à Paris entre 7 000 et 7 500 personnes prostituées tous sexes confondus.""}"
"{'en': 'They are named after the Apennine Mountains in Italy.', 'fr': 'Elle porte le nom de la chaîne montagneuse des Apennins en Italie.'}"
"{'en': 'Example: 哥 gē ""older brother"" which is written with a character originally meaning ""song/sing"" now written 歌 gē.', 'fr': 'Pour Wieger la lecture 哥 gē « frère aîné » serait un emprunt par rapport à un sens primitif à présent noté 歌 gē « chant lyrique » aidé par la similitude phonétique.'}"
"{'en': 'The storyline focuses on the psychological repercussions for two characters in the show who were responsible for the death of a 12-year-old girl in the past.""', 'fr': ""Le scénario se concentre sur les répercussions psychologiques sur deux personnages de l'émission de leur responsabilité dans la mort d'une fillette de douze ans ».""}"
"{'en': 'Conombo left the coalition government with six other deputies in order to re-establish PSEMA.', 'fr': 'Conombo quitte la majorité gouvernementale avec six autres députés pour reconstituer le PSEMA.'}"
"{'en': 'The Praetorian Cohorts were designated as Equitatae (cavalry) Turmae (troops) with centuries formed of infantry initially of 500 men each.', 'fr': ""Les cohortes prétoriennes sont dites equitatae de 500 hommes chacune à l'origine (cohorte quingénaire) c'est-à-dire qu'elles comprennent des turmes de cavaliers avec des centuries de fantassins.""}"
"{'en': 'Der Codex Boernerianus.', 'fr': 'A. Reichardt Der Codex Boernerianus.'}"
"{'en': 'They have come to take him in for a visa violation.', 'fr': 'Cette dernière décide de porter plainte contre celui-ci pour viol.'}"
"{'en': 'More recently the ring is interpreted as an emblem of betrothal and the titles given by various art historians and publications since are usually more descriptive of the colour or form of the headdress.', 'fr': ""De façon plus récente la bague est généralement considérée comme un symbole de fiançailles et le titre donné par les historiens d'art et les publications depuis cela se réfèrent plus volontiers à la couleur ou à la forme de la coiffure de l'homme.""}"
"{'en': 'Executive producer Katie Jacobs said that the show frequently uses the technique because ""when you put a scene on the move it\'s a ... way of creating an urgency and an intensity"".', 'fr': ""Le producteur exécutif Katie Jacobs a déclaré que la série utilisait souvent cette technique car « quand vous mettez une scène en mouvement c'est un moyen de créer de l'urgence et de l'intensité ».""}"
"{'en': 'Through the object one is drawn to the model whom Girard calls the mediator: it is in fact the model who is sought.', 'fr': ""À travers l’objet c’est le modèle que Girard appelle médiateur qui attire ; c'est l'être du modèle qui est recherché.""}"
"{'en': 'In the Lord Peter Wimsey short story The Image in the Mirror by Dorothy Sayers a character with reversed organs has long been haunted by dreams of a doppelgänger and by fears that he himself might be only the reflection of someone else.', 'fr': ""Dans Lord Peter Wimsey The Image in the Mirror de Dorothy L. Sayers un personnage avec des organes inversés est depuis longtemps hanté par les rêves d'un double et par la crainte de n’être lui-même que le reflet de quelqu'un d'autre.""}"
"{'en': 'However Takeda did not have an attractive personality to either sex.', 'fr': ""Cependant Takeda n'a pas une personnalité attrayante pour l'un ou l'autre sexe.""}"
"{'en': 'Arabidopsis lyrata (L.)', 'fr': 'Arabidopsis lyrata (L.)'}"
"{'en': 'With their talent and originality Royal Pirates gained fame on YouTube by uploading covers.', 'fr': 'Avec leur talent et leur originalité Royal Pirates a gagné en gloire sur YouTube en y postant des covers.'}"
"{'en': 'The ADAC Norisring Trophäe (Norisring Trophy) is an auto racing event taking place at the Norisring temporary street circuit in Nuremberg Germany.', 'fr': 'Les 200 miles du Norisring ou Trophée Norisring (en allemand : Norisring Trophäe) est une course automobile qui se déroule au circuit urbain temporaire de Norisring à Nuremberg en Allemagne.'}"
"{'en': 'There are 600 seats.', 'fr': 'Elle propose 600 sièges.'}"
"{'en': ""Beginning in 1915 Elisheva's first translations from Yiddish into Russian were published in the Russian-language Jewish journal “Еврейская Жизнь” Evreskaya Zhizn (“Jewish Life”)."", 'fr': 'Dès 1915 ses premières traductions du yiddish en russe sont publiées dans le journal juif de langue russe Evreskaïa Jizn (Vie juive).'}"
"{'en': 'In July 1959 he was arrested along with other Pathet Lao deputies and imprisoned without ever being brought to trial.', 'fr': 'En juillet 1959 il est arrêté en même temps que les autres députés du Pathet Lao et emprisonné sans jugement.'}"
"{'en': 'As a member of the Great Sanhedrin convened by Napoleon he delivered an impressive address on the ""Relations of the Jews to Non-Jews according to Rabbinic Law"" in which he demonstrated that the Talmudic opinions concerning the heathen should not be used as guides in the regulation of practical life under the conditions that existed then.', 'fr': ""En tant que membre du Grand Sanhédrin convoqué par Napoléon Ier il délivre un discours sur « Les relations des Juifs vis-à-vis des non-Juifs selon la loi rabbinique » dans lequel il démontre que les jugements talmudiques concernant les non-Juifs valables dans le contexte de l'époque ne doivent plus être utilisés comme guides pour réglementer la vie actuelle.""}"
"{'en': 'He engaged in the merchandise business until 1851 when he became a freight agent for the Baltimore &amp; Ohio Railroad.', 'fr': ""Il s'engage dans les affaires commerciales jusqu'en 1851 où il devient agent de fret pour la Baltimore &amp; Ohio Railroad.""}"
"{'en': 'The English censor exists to keep them from finding out the fact.', 'fr': ""Les censeurs ont caché l'histoire pour éviter que l'information ne parvienne aux Allemands.""}"
"{'en': 'Buckley Air Force Base is assigned to Air Force Space Command and serves more than 92000 active duty National Guard Reserve and retired personnel throughout the Front Range community.', 'fr': ""La base aérienne Buckley est assignée à l'Air Force Space Command plus 92 000 personnes y sont liées du personnel en service actif de la garde nationale de la réserve et à la retraite dans toute la communauté du Front Range.""}"
"{'en': 'Myers made his first foray into artist management with the Memphis rock band Sore Eyes.', 'fr': ""Myers a fait sa première incursion dans le management d'artistes avec le groupe de rock de Memphis Sore Eyes.""}"
"{'en': 'She sold the puppets through a Manhattan department store.', 'fr': ""Mataba Vendeur au magasin Marui d'Ayagane.""}"
"{'en': 'The flag recalls how the new province was reclaimed from the IJsselmeer.', 'fr': ""Il rappelle comment la nouvelle province a été conquise sur l'IJsselmeer.""}"
"{'en': 'Bundesliga champion: 1966.', 'fr': 'Vice-champion : 1966.'}"
"{'en': 'Knoblauch Max.', 'fr': 'Œufs à couver : max.'}"
"{'en': 'Their northwest territory was the southeast coast of Banks Island.', 'fr': ""Leur territoire le plus au nord-ouest était la côte sud-est de l'île Banks.""}"
"{'en': 'This new system replaced the previous system of the appointment being made by the Crown on the recommendation of UK ministers.', 'fr': ""Ce nouveau système remplace l'ancien qui prévoyait sa nomination par la Couronne sur la recommandation des ministres du Royaume-Uni.""}"
"{'en': 'For the production of the tungsten heavy alloy binder mixtures of nickel and iron or nickel and copper are widely used.', 'fr': ""Pour la production d'alliage lourd de tungstène des mélanges liants de nickel et de fer ou de nickel et de cuivre sont largement utilisés.""}"
"{'en': 'Zholtovsky however refused to work for Metro believing that the lowly underground job is not worth his time.', 'fr': ""Joltovsky cependant refusa de travailler pour le métro partant du principe qu'il ne devait pas perdre son temps avec de modestes travaux souterrains.""}"
"{'en': 'The work is divided into three parts reflecting the Trinity.', 'fr': 'Le travail est divisé en trois parties reflétant la sainte Trinité.'}"
"{'en': '30 April 1886: passage in Les Huguenots concert-recital in Béziers (Grand-Théâtre) he sings in church and for the benefit of the poor.', 'fr': ""30 avril 1886 : passage dans Les Huguenots concert-récital à Béziers (Grand-Théâtre) il chante à l'église et au bénéfice des pauvres.""}"
"{'en': 'On the September 6 episode of Impact Wrestling Hernandez and Guerrero after being hand-picked by Hulk Hogan as the number one contenders unsuccessfully challenged Christopher Daniels and Kazarian for the TNA World Tag Team Championship.', 'fr': 'Guerrero et Hernandez après avoir été choisis par Hulk Hogan comme les prétendants numéro un ont combattu en vain Christopher Daniels et Kazarian pour le TNA World Tag Team Championship.'}"
"{'en': 'The Department of Divinities (神祇官 Jingi-kan) also known as the Department of Shinto Affairs was a Japanese Imperial bureaucracy established in the 8th century as part of the ritsuryō reforms.', 'fr': ""Le Jingi-kan (神祇官? « Département des divinités ») aussi connu comme le Département des affaires shinto est une bureaucratie du Japon impérial instituée au VIIIe siècle dans le cadre des réformes ritsuryō et dans l'engishiki.""}"
"{'en': 'In November 1970 future member of the Angels John Brewster on guitar banjo harp backing vocals and washboard and his brother Rick on violin washboard jug backing vocals and percussion formed the Moonshine Jug and String Band an acoustic ensemble in Adelaide.', 'fr': 'En novembre 1970 le futur membre des Angels John Brewster à la guitare banjo harpe chœurs et planche à gratter et son frère Rick au violon planche à gratter jug chœurs et percussions forment les Moonshine Jug and String Band un groupe acoustique à Adélaïde.'}"
"{'en': 'However he criticized once more of his party and he was jailed for a third time in 1995 and remained under house arrest until his death.', 'fr': ""Cependant il continue sa critique du parti et est incarcéré une troisième fois en 1995 et reste en résidence surveillée jusqu'à sa mort en 2008.""}"
"{'en': 'That inspired BSA to produce the BSA Gold Star.', 'fr': 'Cela emmena BSA à produire la BSA Gold Star.'}"
"{'en': ""Tamblyn's best known musical role came as Riff the leader of the Jets street gang in West Side Story (1961)."", 'fr': 'Son plus célèbre rôle dans un film musical est celui de Riff le leader des Jets dans West Side Story (1961).'}"
"{'en': ""The light station was authorized by the United States Navy in 1849 and the first tower and keeper's house were completed the following year."", 'fr': ""La station de signalisation fut autorisée par l'United States Navy en 1849 et la première tour et la maison du gardien furent achevées l'année suivante.""}"
"{'en': 'Prior to the merger Ålen municipality had a population of 1944.', 'fr': ""Juste avant la fusion la population d'Ålen se montait à 1 944 habitants.""}"
"{'en': 'Little of the railroad remains today.', 'fr': 'De ce passé ferroviaire il ne reste plus grand chose.'}"
"{'en': 'She has also recorded concert music by Ravel Berlioz and Debussy and programs of popular American song.', 'fr': 'Elle a aussi enregistré la musique de concert due à Ravel Berlioz et Debussy et des programmes de chanson populaire américaine.'}"
"{'en': 'Some portraits of leaving groups have a unity of style to think they are the work of one artist.', 'fr': ""Certains groupes de portraits présentent une unité de style laissant à penser qu'ils sont l'œuvre d'un même artiste.""}"
"{'en': 'It has run candidates in the 1987 and 1999 parliamentary elections but has never achieved representation.', 'fr': ""Il se présente à chaque élection municipale entre 1987 et 1999 mais n'obtient aucun élu.""}"
"{'en': 'After hearing of the many Sendai men already appointed Takusaburō joined the school in 1880.', 'fr': ""Après avoir entendu mentionnés de nombreux hommes de Sendai déjà nommés Takusaburō rejoint l'école en 1880.""}"
"{'en': 'Prostitution dealt with women forced into ""white slavery"" while Different from the Others dealt with a homosexual man\'s conflict between his sexuality and social expectations.', 'fr': 'La « prostitution » traitait des femmes contraintes à esclavage sexuel tandis que Différent des autres se penchait sur le conflit entre un homme homosexuel et les attentes sociales.'}"
"{'en': 'In addition YouTube Music became a separate subscription service (positioned as a more direct competitor to Apple Music and Spotify) offering ad-free and background/audio-only streaming and downloading for offline playback for music content on YouTube.', 'fr': 'De plus YouTube Music est devenu un service d’abonnement distinct (positionné comme un concurrent plus direct d’Apple Music et de Spotify) offrant une diffusion en continu sans publicité et en arrière-plan / uniquement audio ainsi que le téléchargement pour la lecture hors connexion de contenu musical sur YouTube.'}"
"{'en': 'Truth &amp; Consequences Gallery.', 'fr': 'Verrière et lustre de la galerie.'}"
"{'en': 'The album has never been released in the US her first to never be released in the country on any platform.', 'fr': ""L'album n'est jamais sorti aux États-Unis soit son premier à ne jamais être publié dans le pays sur n'importe quelle plate-forme.""}"
"{'en': 'Jackson signed a minor league contract with the Cleveland Indians on January 25 2017.', 'fr': 'Jackson signe un contrat des ligues mineures avec les Indians de Cleveland le 25 janvier 2017.'}"
"{'en': 'The following year Van Eede took the decision to re-release the album under the title Grinning Souls this time crediting the work to Cutting Crew.', 'fr': ""L'année suivante Van Eede prend la décision de rééditer l'album sous le titre Grinning Souls cette fois en créditant Cutting Crew.""}"
"{'en': 'But most families of free people of color formed in Virginia before the American Revolution were the descendants of unions between white women and African men who frequently worked and lived together in the looser conditions of the early colonial period.', 'fr': 'Mais la plupart des familles de personnes de couleur libres formées en Virginie avant la Révolution américaine étaient les descendants des unions entre les femmes blanches et les hommes africains qui travaillaient et vivaient souvent ensemble dans les conditions les plus difficiles du début de la période coloniale.'}"
"{'en': 'Legally the Union of South Africa which had existed since 1910 came to an end and was re-established as the ""Republic of South Africa"".', 'fr': ""Légalement l'Union d'Afrique du Sud qui existait depuis 1910 prit fin et fut ré-établit en tant que « République d'Afrique du Sud ».""}"
"{'en': 'On election night James and the NDP surprised many supporters and critics alike with a very strong electoral showing; the party winning 41.52% of the popular vote (a 19.96% increase from the 2001 election result) and 33 out of 79 seats in the Legislative Assembly.', 'fr': ""Le soir du scrutin James en surprend plusieurs avec son très bon résultat remportant 4152 % des voix (une hausse de 1996 % depuis l'élection de 2001) et 33 des 79 sièges à l'Assemblée législative.""}"
"{'en': 'The United Arab Emirates has been successfully diversifying the economy.', 'fr': 'Les Émirats arabes unis ont diversifié avec succès leur économie.'}"
"{'en': 'During an inning both teams take turns playing offense (batting) and defense (fielding).', 'fr': ""Au cours d'une manche les deux équipes jouent à tour de rôle attaquant (frappe) et défense (terrain).""}"
"{'en': 'Bantam 1979.', 'fr': 'Bantam 1979.'}"
"{'en': 'Benedict Calvert was replaced as Governor by Samuel Ogle in 1731.', 'fr': 'Il a été remplacé comme Gouverneur par Samuel Ogle en 1731.'}"
"{'en': 'Acker published her first book Politics in 1972.', 'fr': 'Acker publie son premier livre Politics en 1972.'}"
"{'en': 'Historia de la música española Tomo 2.', 'fr': 'Collection de Musique Ancienne Espagnole 2.'}"
"{'en': 'La Grand Croix.', 'fr': 'La croix grande.'}"
"{'en': 'The insertion involves two incisions one at the jugular vein or another nearby vein or groove and one on the thoracic wall.', 'fr': ""Il s'agit de deux incisions l'une à la veine jugulaire ou une autre veine ou rainure à proximité et l'autre sur la paroi thoracique.""}"
"{'en': ""On 16 December 1594 Balfour was taken to Gallow Ha' in Kirkwall to be executed."", 'fr': ""Le 16 décembre 1594 elle est emmenée à Gallow Ha' à Kirkwall.""}"
"{'en': 'Canadian training for D-Day had begun as early as July 1943 when Lieutenant-General Andrew McNaughton of the First Canadian Army informed Harry Crerar commander of II Canadian Corps that the 3rd Canadian Infantry Division might play a role in the invasion of France.', 'fr': ""La préparation des forces canadiennes débute en juillet 1943 quand le Lieutenant-Général Andrew McNaughton de la Première Armée Canadienne informe Harry Crerar commandant du 1er Corps canadien que la 3e division d'infanterie jouerait un rôle dans l'invasion de la France et qu'il incomberait à son quartier général la responsabilité de l'entrainement.""}"
"{'en': ""Rebbe Nachman's main teaching on Tikkun HaKlali was given on Shavuot 5566 (May 23 1806)."", 'fr': ""L'enseignement principal de Rabbi Nahman sur le Tikkoun Haklali est dispensé pendant Chavouot 5566 (23 mai 1806).""}"
"{'en': 'Voulez-vous coucher avec God?', 'fr': 'Se rapprochera-t-il de Dieu ?'}"
"{'en': ""Schrepfer's year of birth is often stated to be 1730 and sometimes as 1739 but he was baptized in Nürnberg on March 26 1738."", 'fr': ""L'année de naissance la plus souvent avancée pour Schrepfer est 1730 et parfois 1739 mais il a été baptisé à Nuremberg le 26 mars 1738.""}"
"{'en': 'In 1991 Oktar was arrested for possession of cocaine which he claimed had been planted in one of the books in his library by the security forces who he said also spiked his food with cocaine.', 'fr': ""En 1991 Oktar a été arrêté pour possession de cocaïne dont il prétendait qu'elle avait été déposée dans un des livres de sa bibliothèque par les forces de sécurité qui a-t-il dit ont également fourré sa nourriture de cocaïne.""}"
"{'en': 'Performed by five people equipped with harnesses and platforms this inspection usually takes about eight hours.', 'fr': 'Effectuée habituellement par quinze personnes équipées de harnais et de nacelles cette inspection dure environ huit heures.'}"
"{'en': 'Renville was named after counties in Minnesota and North Dakota.', 'fr': 'Il portait le nom de comtés du Minnesota et du Dakota du Nord.'}"
"{'en': 'However following a long period of inactivity the Ministry of the Interior decided to re-open the school.', 'fr': ""Après une longue période de somnolence le ministère de l'Intérieur désire néanmoins la réouverture de l'école.""}"
"{'en': 'However they are very simple in their construction and can be assembled with few tools even on hard or rocky ground.', 'fr': 'Cependant leur construction est très simple et elles peuvent être assemblés avec peu d’outils même sur un sol dur ou rocheux.'}"
"{'en': 'Charles Reisner (1887–1952) – American actor and film director George Andrew Reisner (1867–1942) – American archaeologist Marc Reisner – American environmentalist Hermann E. Reisner – German entrepreneur publisher and author Reisner Papyrus – related to egyptology and George Andrew Reisner Reissner Hans Reissner (1874–1967) – German aeronautical engineer', 'fr': 'Charles Reisner (1887-1952) - Acteur americain actor et metteur en scène George Andrew Reisner (1867-1942) - Archéologue et égyptologue américain Marc Reisner (1948-2000) - Environmentaliste américain Hermann Eduard Reisner (1910-1991) - Entrepreneur éditeur et auteur allemand Reisner Papyrus - Série de Papyrus découverte par George Andrew Reisner Trou noir de Reissner-Nordström Hans Reissner (1874 - 1967) - Ingénieur aéronautique allemand'}"
"{'en': 'A large number of plant families are known to be affected by viruses of the Tospovirus genus.', 'fr': 'Un grand nombre de familles de plantes sont connues pour être sensibles aux attaques des virus du genre Tospovirus.'}"
"{'en': 'Estimates vary from 70-90 aircraft.', 'fr': 'Il embarquera de 70 à 90 passagers.'}"
"{'en': 'In what historian Patrick Jung calls a ""serious lapse in judgment"" Atkinson directed the militia—his least trained and disciplined men—to ""move upon the Indians should they be within striking distance without waiting for my arrival"".', 'fr': ""Dans ce que l'historien Patrick Jung appelle une « grave erreur de jugement » Atkinson ordonne à la milice—ses hommes les moins entraînés et disciplinés—d'« avancer dès que les Indiens seraient à portée sans attendre son arrivée ».""}"
"{'en': 'With over 270 heritage-designated buildings throughout the municipality Port Hope has a higher per capita rate of preservation than any other town or city in Canada.', 'fr': 'Avec plus de 270 bâtiments patrimoniaux reconnus dans la municipalité de Port Hope la part du budget municipal alloué à la conservation est plus importante que pour toute autre ville du Canada.'}"
"{'en': 'Rather than having complex filtering systems the government relies on the high cost of getting online and the telecommunications infrastructure that is slow to restrict Internet access.', 'fr': ""Plutôt que d'avoir de complexes systèmes de filtrage le gouvernement s'appuie sur le coût élevé et la lenteur de l'accès à Internet pour restreindre l'accès à des contenus étrangers.""}"
"{'en': 'In 1992 the subsidiary Lüem AG was founded.', 'fr': 'En 1992 est créée la filiale Lüem AG.'}"
"{'en': 'The Byzantine Empire participated by sending a strong contingent from Calabria and Apulia under the strategos of Bari Nicholas Picingli.', 'fr': ""L'Empire byzantin participe également à la coalition via l'envoi d'un fort contingent depuis la Calabre et les Pouilles commandé par le stratège de Bari Nicolas Picingli.""}"
"{'en': 'The tragedy turned her into a national hero among the Brazilian population.', 'fr': ""La tragédie fait d'elle un héros national pour la population brésilienne.""}"
"{'en': 'The unaided human eye can detect about 6000 stars of which about half are below the horizon at any one time.', 'fr': ""L'œil nu humain est capable de détecter pas moins de 6 000 étoiles parmi lesquelles à peu près la moitié est en dessous de l'horizon à tout moment.""}"
"{'en': 'Out of work Ye Qianyu then 20 years old together with fellow cartoonists Huang Wennong and Lu Shaofei released a publication dedicated to manhua called Shanghai Manhua (or Shanghai Sketch).', 'fr': 'Ye Qianyu alors âgé de 20 ans et les dessinateurs Huang Wennong et Lu Shaofei fondent une revue consacrée au manhua la Shanghai Manhua.'}"
"{'en': 'Rural guerrillas prefer to operate in regions providing plenty of cover and concealment especially heavily forested and mountainous areas.', 'fr': 'Les guérillas rurales opèrent dans des régions propices aux couvertures et à la dissimulation notamment en forêt dense et montagneuses.'}"
"{'en': 'The baffled Souham ordered a reconnaissance as he pondered the situation for two days then Foy scored another coup.', 'fr': ""Souham déconcerté fait conduire une reconnaissance pendant que lui-même réfléchit à la situation pendant deux jours avant que son subordonné Foy n'obtienne un autre succès.""}"
"{'en': 'The convention of the First Dáil coincided with the beginning of the War of Independence.', 'fr': ""La convention du premier Dáil coïncide avec le début de la guerre d'indépendance irlandaise.""}"
"{'en': 'II"" which in stark contrast to Pt.', 'fr': 'II"" en contradiction avec Pt.'}"
"{'en': 'In Ireland the Rebillot School of Gestalt and Experiential Teaching and in France the Ecole de Gestalt et processus expérientiels and in Germany the Institut fuer Gestalt und Erfahrung were formed.', 'fr': ""En Irlande la Rebillot School of Gestalt and Experiential Teaching et en France l'École de Gestalt et processus expérientiels ont vu le jour.""}"
"{'en': 'Suspended particles precipitate to the bottom of the tank.', 'fr': 'Les particules en suspension précipitent au fond de la cuve.'}"
"{'en': 'He participated in the May Revolution of 1810 and per advice from Belgrano he was named ambassador in Río de Janeiro.', 'fr': 'Il prit part à la révolution de Mai de 1810 et sur recommandation de Belgrano fut nommé ambassadeur à Rio de Janeiro.'}"
"{'en': 'At the ceremony Lamar performed a medley of ""The Blacker the Berry"" and ""Alright"".', 'fr': 'Lors de la cérémonie Lamar effectue un medley de The Blacker the Berry et Alright.'}"
"{'en': 'Kitab al-Uṣul under the title Sefer ha-Shorashim (edited by Bacher Berlin 1896).', 'fr': 'Le second livre dictionnaire hébraïque est devenu le Sefer ha-Shorashim (édité par W. Bacher Berlin 1896).'}"
"{'en': 'In response Mickl planned Operation Morgenstern (Morning Star) to clear Partisan forces from the Krbavsko Polje region around Udbina.', 'fr': ""En réponse Mickl lance l'opération Morgenstern pour débarrasser la région d'Udbina des Partisans.""}"
"{'en': 'Despite its constructionist aesthetic Muralla Roja is a clear reference to the Mediterranean architectural roots particularly North African adobe towers and Kasbah.', 'fr': 'Malgré son esthétisme parfait Muralla Roja est une référence claire aux racines méditerranéennes architecturales en particulier aux tours adobes nord africaines et aux Kasbahs.'}"
"{'en': 'Kant at le Pouvoir de juger.', 'fr': 'Kant Critique de la faculté de juger.'}"
"{'en': 'Prior to beginning principal photography Refn went to the 2010 Cannes Film Festival to sell the rights to Drive and released promotional posters for the film.', 'fr': 'Avant le tournage Refn se déplace au festival de Cannes 2010 pour vendre les droits de diffusion et sort à cette occasion des posters promotionnels de son long métrage.'}"
"{'en': 'He nevertheless continued recording almost up until the time of his death in 2005.', 'fr': ""Il a néanmoins continué d'enregistrer pratiquement jusqu'à sa mort en 2005.""}"
"{'en': 'The team included five future Honoured Members of the Hockey Hall of Fame: Moose Johnson Hod Stuart Riley Hern Lester Patrick and Ernie Russell.', 'fr': ""Dans son histoire l'équipe a fait jouer cinq futurs membres du Temple de la renommée du hockey : Moose Johnson Hod Stuart Riley Hern Lester Patrick et Ernie Russell.""}"
"{'en': 'Kiran grew up in Gaithersburg Maryland and attended Montgomery Blair High School in Silver Spring Maryland where she served in student government danced on the pom squad and competed on the swim team.', 'fr': ""Kiran a grandi à Gaithersburg dans le Maryland où elle a été à l'école primaire Montgomery Blair High School à Silver Spring dans le Maryland a fait partie du syndicat étudiant a été pom-pom girl et a participé à des compétitions dans l'équipe de natation.""}"
"{'en': 'The nomination was unanimously approved by the House of Commons on October 17.', 'fr': ""Le décret-loi est validé par le Parlement à l'unanimité le 17 décembre.""}"
"{'en': 'After a series of competing SysML specification proposals a SysML Merge Team was proposed to the OMG in April 2006.', 'fr': ""Après de nombreuses propositions concurrentes de spécifications de SysML une proposition « fusionnée » fut proposée à l'OMG en avril 2006.""}"
"{'en': 'She was born in California.', 'fr': 'Elle est née en Californie.'}"
"{'en': 'Self-ligating brackets can be of two types.', 'fr': 'Les bracelets de cheville peuvent être de deux types.'}"
"{'en': 'They played in Binghamton New York USA at the Broome County Veterans Memorial Arena.', 'fr': 'L’équipe jouait à Binghamton dans l’État de New York aux États-Unis dans la patinoire du Broome County Veterans Memorial Arena .'}"
"{'en': 'A principal premise of general relativity is that spacetime can be modeled as a 4-dimensional Lorentzian manifold of signature (3 1) or equivalently (1 3).', 'fr': ""Un des principaux postulats de la relativité générale est que l'espace-temps peut être modélisé comme une variété lorentzienne de signature (31).""}"
"{'en': 'Kyoto: Shinshindō 1974.', 'fr': 'Kyoto : Shinshindō 1974.'}"
"{'en': 'An estimated 100000 albatross per year are killed in this fashion.', 'fr': ""On estime à environ 100 000 le nombre d'albatros tués de cette manière tous les ans.""}"
"{'en': 'On the one side of the Seine is the harmonious reasonable façade of the Institute of France built as a college in about 1670.', 'fr': ""D'un côté de la Seine on voit la façade harmonieuse et sobre de l'Institut bâti vers 1670 pour être un collège.""}"
"{'en': 'The Chjuvonu river called Le Fleuve (The River) by locals rises on the Cuscionu plateau which marks the north by north-eastern border of the commune and passes near the village before continuing its course towards south by south-west towards the Rocca region and joins the Rizzanese below Zoza.', 'fr': 'L\'impétueuse rivière Chjuvonu surnommé ""le fleuve"" par les habitants prend sa source sur le plateau du Cuscionu qui marque la frontière nord - nord-est de la commune et longe le village avant de poursuivre sa course vers le sud - sud-ouest en direction de la Rocca et se jeter dans le Rizzanese en dessous de Zoza.'}"
"{'en': 'The Former Yan (337-370) Western Yan (384-394) Later Yan (384-409) dynasties as well as Tuyuhun (285-670) were all founded by the Murong peoples.', 'fr': 'Les dynasties de Yan antérieur (337-370) Yan occidental (en) (384 — 394) Yan postérieur (384 — 409) et celle de Tuyuhun (285 — 670) fondée par Murong Tuyuhun (246 — 317) ont toutes été fondées par les Murong.'}"
"{'en': 'He promoted musical life by founding his own court orchestra.', 'fr': 'Il fait la promotion de la vie musicale en fondant son propre orchestre de cour.'}"
"{'en': 'The European could also boast contributions from Ezra Pound and Henry Williamson.', 'fr': ""On y trouvait aussi des contributions d'Ezra Pound et de Henry Williamson.""}"
"{'en': ""This was the first time a sitting governor had died in office in Kentucky and some questioned the legality of Slaughter's status in the position."", 'fr': ""C'est la première fois qu'un gouverneur meurt en service dans le Kentucky et certains remettent en cause la légalité du statut de Slaughter.""}"
"{'en': 'On Nov 8 1890 the old Imperial Academy was transformed into the Escola Nacional de Belas Artes (National School of Fine Arts).', 'fr': ""Le 8 novembre 1890 l'Académie impériale est transformée en l’Escola Nacional de Belas Artes (École nationale supérieure des beaux-arts).""}"
