EN,FR
Polarstern was commissioned in 1982 and is mainly used for research in the Arctic and Antarctica.,Le Polarstern fut commissionné en 1982 et est principalement utilisé pour des recherches en Arctique et Antarctique.
After a few days the details of these interrogations were shared with the other ships of Nagumo's Kido Butai during their return journey.,"Après quelques jours, les détails de ces interrogatoires ont été partagés avec les autres navires du Kido Butai de Nagumo pendant leur voyage du retour."
"Prior to this point, the British Air Ministry had already launched a research programme of its own.","Toutefois, avant ce constat, l'Air Ministry britannique avait déjà lancé un programme de recherches de son propre chef."
"The school principal, James, Tom and Jasmine strongly disapprove it.","La principale de l'école, James, Tom et Jasmine désapprouvent fortement."
"He was never charged for the shootings, and in 1995, a Mexican judge declared the case ""inactive.""","Il n'a jamais été inculpé de la fusillade et, en 1995, un juge mexicain a déclaré l'affaire ""inactive"" ."
"And, since 2011, ""Les Rendez-Vous des écrivains"", the first weekend of December.","Et, depuis 2011, « Le Rendez-Vous des écrivains », le premier week-end de décembre."
"Like many British leaders, Wilson soon became disillusioned with Foch.",Comme de nombreux dirigeants britanniques Wilson est rapidement désabusé par Foch.
Maria Nikiforova organized the Black Guards' first unit.,Maria Nikiforova organisa la première unité de Gardes Noirs.
It is also the name of the small city which continued to grow even after the regional government center was moved.,"C'est aussi le nom de la petite ville qui a continué de croître, même après que le centre régional de gouvernement a été déplacé."
"With this change, the second XP-58 was resurrected.","Avec ce changement, le second XP-58 est ressuscité."
Her research is conducted to solve Nigerian environmental challenges.,Ses recherches sont menées pour résoudre les défis environnementaux nigérians.
"As of October 2009, one third of its customers were big Wall Street firms.","En octobre 2009, un tiers de ses clients étaient de grandes entreprises de Wall Street."
He also wrote a Histoire du ballet (1967).,Il a aussi écrit une Histoire du ballet (1967).
DMDO is not commercially available because of its instability.,Le DMDO n'est pas disponible commercialement du fait de son instabilité.
"Within its tourist infrastructure, the municipality has 4 hotels and 4 residences for the visitors' hostel.","Within its tourist infrastructure, the municipality has 4 hotels and 4 residences for the visitors' hostel."
Hypovirus CHV1 is the only hypovirus found in Europe up to 2000.,Hypovirus CHV1 est le seul hypovirus trouvé en Europe jusqu'en 2000.
"At the same time, resolution calling for the promotion of the development of global geospatial data was adopted at this conference.","Dans le même temps, la résolution, appelant à la promotion du développement des données géospatiales mondiales fut adoptée lors de cette conférence."
"2012: ""Le lieu collectif"", in ""Notre indépendance"", Stanké.","2012 : « Le lieu collectif », dans « Notre indépendance », Stanké."
A strike at the heart of the EU affects us all.,Une frappe au cœur de l'Union Européenne nous affecte tous.
"The elimination process proceeded with an Internet-based public vote to select 10 cars, and for 25 cars to be selected by the jury of professionals.","Le processus d'élimination s'est poursuivi avec un vote public sur Internet pour sélectionner 10 voitures, et 25 voitures ont été sélectionnées par le jury des professionnels."
"In order to finance his Formula One ambitions, an investment plan was initiated.","Afin de financer ses ambitions de Formule Un, un plan d'investissement fut lancé."
"Anna Tabaki, Anna Tabaki, ""Les Lumières néo-helléniques.","Anna Tabaki, Anna Tabaki, ""Les Lumières néo-helléniques."
He also obtained a passport that belonged to a Russian man whose fate remains unclear.,Il a également obtenu un passeport qui a appartenu à un homme russe dont le destin demeure peu clair.
"Before being transferred, she fought against Nomura.","Avant d'être transférée, elle a combattu contre Nomura."
"Moreover, further financial investments are necessary for a comprehensive reform of the water sector.","En outre, d’autres investissements financiers sont nécessaires pour une réforme globale du secteur de l’eau."
Abdus Salam specially put aside money to help Pakistan and Pakistani students.,Abdus Salam a spécialement mis de côté l'argent pour aider le Pakistan et les étudiants pakistanais.
"He made 20,044 measures over 47 years.",Il fait 20 044 mesures sur 47 ans.
"Contrary to what some sources say, he did not study with Ferdinand Laub.","Contrairement à ce que certaines sources disent, il n'a pas étudié avec Ferdinand Laub."
A Palaver (Schweiz ohne Armee?,Ein Palaver (Suisse sans armée ?
"Les aristocrates, on les pendra!""",Les aristocrates on les pendra !
"A compromise was reached, and Huang decided to support Sun fully.","Un compromis est trouvé, et Huang décide de pleinement soutenir Sun."
KMEL regularly broadcast the program until 2008.,KMEL diffuse régulièrement le programme jusqu'en 2008.
"Recovered, but was unable to take part. Jamaica - Kim-Marie Spence.","Guérie, elle ne put toutefois pas participer. Jamaïque - Kim-Marie Spence."
Appointed to the Quetta Shura sometime during 2007.,"Nommé à la Quetta Shura quelque temps pendant 2007,."
Did East Press exhaust discussions before publishing it?,Est-ce que East Press a épuisé les discussions avant de publier son manga ?
This first collection consisted of 243 animals.,Cette première collection ainsi constituée se compose de 243 animaux.
He also assimilates the two religions and even all religions with respect to their social utility.,"Il assimile également les deux religions, et même toutes les religions, eu égard à leur utilité sociale."
"However, the enforcement of atheism existed only for the first few years.","Cependant, l'application de l'athéisme n'existait que pendant les premières années."
Efforts to gain possession of Hill 464 by other elements had failed in the past several days.,Car les efforts pour prendre possession de la colline 464 par d'autres éléments ont échoué les jours précédents.
It also appears that most (if not all) characters can change forms during battle.,Il apparaît également que la plupart des personnages (sinon tous) peuvent changer de forme au cours de la bataille.
He seems to have had a long-established financial relationship with the authorities of Tours.,Il semble avoir des relations financières établies de longue date avec les autorités de Tours.
"It was sold in 2005 to an individual, who sometimes organizes exhibitions.","Elle fut vendue en 2005 à un particulier, qui y organise parfois des expositions."
USGS Water Resources.,USGS Water Resources.
But he escapes punishment.,Mais il échappe au châtiment.
The FIDO system was briefly used commercially.,Le système FIDO fut utilisé commercialement brièvement.
Diversity: To accept the differences; to respect and welcome them as valuable assets.,Diversité : accepter les différences; les respecter et les accueillir comme atouts précieux.
"He often played Schubert and Schumann to us, comparing their different geniuses even in the smallest nuances (...).","Il nous jouait souvent Schubert et Schumann, comparant leurs différents génies jusque dans les plus petites nuances (...) »."
"A beth midrash may also be housed in a synagogue, or vice versa.","Un beth midrash peut également être logé dans une synagogue, ou vice versa."
"However, the failure rate for the new citizenship test is much higher.","Cependant, le taux d’échec pour le nouveau test de citoyenneté est beaucoup plus élevé."
"However, this was a ruse planned by himself and Invisible Kid to expose the corruption of the UP President.","Cependant, c'était une ruse prévue par lui-même et Invisible Kid pour exposer la corruption du président UP."
The northern group includes: Tabal.,Le groupe du nord comprend : Tabal.
"It is absolutely remarkable that no resistance, under his orders, was taken in the course of actions carried out by her or with her ...","Il est absolument remarquable qu'aucun résistant, sous ses ordres, n'ait été pris au cours d'actions menées par elle ou avec elle..."
Money did not stay in their pockets for long.,L'argent ne restait pas longtemps dans leurs poches.
These have since been upgraded to full universities and there are currently no public university colleges.,These have since been upgraded to full universities and there are currently no public university colleges.
"He wrote: ""we cannot so easily convince ourselves of the absence of complete laws of behaviour ...",Il a écrit: «nous ne pouvons pas si facilement nous convaincre de l'absence de lois complètes du comportement ...
He had seen Kinkel for nine sessions and treated him for major depression.,Il avait vu Kinkel pour les neuf séances et traité pour une dépression majeure.
"72 études karnatiques, for piano.","72 études karnatiques, pour piano."
"1.^ Cover version of ""I See Fire"" originally performed by Ed Sheeran.","Cover version of ""I See Fire"" originally performed by Ed Sheeran."
"In 1993, the diplomatic corps lost some twenty of its members.","En 1993, le corps diplomatique perd une vingtaine de ses membres."
"In the movie Missing Ace, an additional Albino Joker is also present.","Dans le film Missing Ace, un Joker albino supplémentaire est aussi présent."
"Mary survived, and in 1672 she bequeathed a cow to each of her grandsons.",Mary a survécu et en 1672 elle légua une vache à chacun de ses petits-fils.
He was named Coach of the Year by Philadelphia and New York journalists.,Il fut nommé Coach of the Year par les journalistes de Philadelphie et de New York.
Max fails however to reveal his role as instigator.,Max omet toutefois de leur révéler son rôle d’instigateur.
1996 - Death of Robert Bourassa on October 2.,1996 - Mort de Robert Bourassa le 2 octobre.
It is possible that there was one artist per statue or group of statues.,"Il est possible qu'il y ait eu un artiste par statue ou groupe de statues,."
"Amy Gutmann argues in Democratic Education that in a democratic society, there is a role for everyone in the education of children.","Amy Gutmann argumente dans Éducation Démocratique que dans une société démocratique, il y a un rôle pour chacun dans l'éducation des enfants."
"Another 50 Canadian militia were raised in Montreal on May 19, and were also sent to the fort.",50 autres miliciens canadiens sont rassemblés à Montréal le 19 mai et sont également envoyés au fort.
"But that soon changed, the state taking an active part in the exploitation of the forest.","Mais cela changea à cette époque, l'État prenant une part active à l'exploitation de la forêt."
"A brigade which, theoretically, was not charged with ensuring the safety of president Boudiaf.","Une brigade qui, théoriquement, n'était pas chargée d'assurer la sécurité du président Boudiaf."
'The fact is that the Pope ordered her execution; he said that anybody who executes or assassinates Elizabeth would find a beautiful place in the kingdom of heaven.,Le fait est que le Pape a ordonné son exécution : il disait que toute personne qui exécute ou assassine Élisabeth trouvera une belle place dans le Royaume des cieux.
Self-identification was assessed on a 5-point scale and all three non-exclusive options were combined for bisexual self-identification.,"L'auto-identification a été évaluée sur une échelle de 5 points, et toutes les trois options non-exclusives ont été combinées pour l'auto-identification bisexuelle."
"In line with the prevailing economic directives from the United Kingdom government, the majority of cars were exported.","En accord avec les directives économiques du gouvernement du Royaume-Uni, la majorité des voitures furent exportées."
"Accordingly, I have ordered the 7th Fleet to prevent any attack on Formosa.","En conséquence, j'ai ordonné la 7e flotte d'empêcher toute attaque contre Formose."
This victory would remain the largest victory of the right and the centre-right until the 1968 legislative election.,Cette victoire reste la plus grande de la droite et du centre-droit jusqu’aux législatives de 1968.
"In the same year, Casino Group and La Poste signed a partnership agreement.","La même année, les groupes Casino et La Poste signent un accord de partenariat."
A state of defence may also be declared in a region of the country.,Un état de défense peut également être déclarée dans une région du pays.
Special services such as Sam Nguyen/Sam Hoi (confession/repentance) takes place on the full moon and new moon each month.,Des services spéciaux tels que Sam Nguyen/Sam Hoi (confession - repentance) ont lieu lors de la pleine lune et la nouvelle lune de chaque mois.
It was also decided that any further production would be of this model.,Il fut également décidé que toute production ultérieure serait de ce modèle.
The reformers' idea of unifying the people and the army seems to have succeeded.,L'idée des réformateurs d'unifier le peuple et l'armée semble avoir réussi.
"And is it pure coincidence that Annie Tapis, his childhood girlfriend, has also returned?","Et est-ce pure coïncidence si Annie Tapis, sa petite amie d'enfance, est également de retour ?"
The composition can also be seen as a prelude and fugue on a large scale.,La composition peut également être considérée comme un prélude et fugue à grande échelle.
"Between 1998 and 2004, Vikernes would write a further five books in prison.","Entre 1998 et 2004, Vikernes aurait écrit cinq autres livres en prison."
"MBK is an abbreviation for ""Music Beyond Korea"".",MBK est une abréviation de « Music Beyond Korea ».
"After some trial and error, a new national education system emerged.","Après quelques essais et erreurs, un nouveau système d'éducation nationale apparaît."
"In 1990, Marleen Kaptein believed that creating neighbourhoods with the inhabitants was both possible and necessary.","En 1990, Marleen Kaptein estime que créer des quartiers avec les habitants est possible et nécessaire."
In 1929–30 a small annexe was added in Polytechnic Street.,En 1929-30 une petite annexe a été ajoutée dans Polytechnic Street.
More interesting is it that much of the population and even many clergymen seem to have shared the royal opinions.,"Ce qui est plus intéressant, c'est qu'une grande partie de la population et même de nombreux membres du clergé semblent avoir partagé les opinions royales."
A significant difference between the European and U.S. banking systems was the absence of a central bank in the United States.,Une différence majeure entre les systèmes bancaires américains et européens était l'absence d'une banque centrale aux États-Unis.
"Power tends to corrupt, and absolute power corrupts absolutely.","Le pouvoir tend à corrompre, et le pouvoir absolu corrompt absolument."
The resolution does not invoke Chapter VII of the United Nations Charter per request of China and Russia.,La Résolution n’invoque pas le Chapitre VII de la Charte des Nations unies comme réclamée par la Chine et la Russie.
"Since 1998, he is closely involved with the urban and social development of Rotterdam South, where he works and lives.","Depuis 1998, il est étroitement impliqué dans le développement urbain et social de Rotterdam-Sud, où il vit et travaille."
Arthur Sackler died four months before the opening.,Arthur Sackler mourut quatre mois avant l'ouverture.
She was paired with military working dog Rex (E168).,Elle a été jumelée avec un chien de travail militaire Rex (E168).
The technique involved the use of a calibrated bicycle and has been adopted worldwide.,La technique implique l'utilisation d'une bicyclette calibrée et a été adoptée dans le monde entier.
"""Know your main objective.""","""Connaissez votre objectif principal."""
"To do one or the other, or both, he must have the earnest sympathy and the powerful cooperation of his loyal fellow-countrymen.","Pour faire l'un ou l'autre, ou les deux, il doit avoir la sincère sympathie et la puissante coopération de ses fidèles compatriotes."
"Despite the cancellation, Paramount remained optimistic.","En dépit de l'annulation, Paramount est restée optimiste."
At that time Dutch East Indies still much needed to be organized and improved.,"En ce temps-là aux Indes orientales néerlandaises, beaucoup de choses ont encore besoin d'être organisées et améliorées."
"On its constitutive act, it is mentioned that its actions include both Spain and Morocco.",Dans son acte constitutif on mentionne que son action comprend tant l'Espagne que le Maroc.
(Reed had been invited to join MI5 in 1940 and remained until his retirement in 1976.),(Reed est invité à rejoindre le MI5 en 1940 et y reste jusqu'à sa retraite en 1976).
"Caramon and Tas, now in the proper time, arrive at Palanthas.","Caramon et Tas, maintenant à la bonne époque, arrivent à Palanthas."
Transcribed by Andrew Pixley of Doctor Who Magazine.,Retranscrit par Andrew Pixley de Doctor Who Magazine.
The concept has not become a mainstream term in the field of international security despite its long history.,Le concept n'est pas devenu un terme courant dans le champ de la sécurité internationale malgré sa longue histoire.
Then on 1 September 1961 he ordered the USAF to develop it.,"Puis, le 1er septembre 1961, il a ordonné à l'USAF de le développer."
"Laugh all you want, my feet hurt.""","Riez si vous voulez, mes pieds sont blessés »."
"At the end of 2013, Peru became the 33rd country to have its own Teka offices.","À la fin de 2013, le Pérou est devenu le 33e pays à avoir ses propres bureaux Teka."
"It's the first article of Paragraph 3 titled ""ispositions générales"".","C'est le premier article du paragraphe 3 intitulé ""ispositions générales""."
"The political situation in the Russian Empire was difficult, however, and this meant delays.","La situation politique dans l'Empire russe était toutefois difficile, ce qui entraîna des retards."
"Jungle Laboratories: Mexican peasants, National Projects and the Making of the Pill.","Jungle Laboratories: Mexican peasants, National Projects and the Making of the Pill."
"This afternoon it is raining which is unfortunate for our wounded, as there are many.","Cet après-midi, il pleut, ce qui est regrettable pour nos blessés, car il y en a beaucoup."
Nina drinks heavily and refuses to take her medication.,Nina boit beaucoup et refuse de prendre ses médicaments.
The beginning of this calendar would follow the victory of a coalition of Gétules on the Egyptians.,Le début de ce calendrier ferait suite à la victoire d'une coalition de Gétules sur les Égyptiens.
It just shows what it’s like to move through the world as a woman.,Il montre simplement comment se déplacer dans le monde en tant que femme.
"The ""Big Money Ball"" became the ""Mega Ball.""","La ""Big Money Ball"" est devenue la ""Mega Ball."""
A short introduction in English with 3 pictures.,Une brève introduction en anglais avec 3 images.
The Asiatic Fleet remained an independent organization as before.,La Flotte Asiatique resta une organisation indépendante comme par le passé.
"Fuji', 'Kyoto' and 'Sapporo'.","Fuji', 'Kyoto' et 'Sapporo'."
"You know, it's easy to play the old songs, because they already exist.","Vous savez, il est facile de jouer des vieilles chansons, parce qu'elles existent déjà."
None of the improved version ever reached the front.,Aucun de la version améliorée jamais a atteint le front.
I'll get even with him next time.),J'irai même avec lui la prochaine fois.)
"I had not a good voice nor, I confess it, a very good ear.","Je n'avais pas une belle voix, ni, je le confesse, une très bonne oreille."
He downplayed his subsequent work at KTI; he claimed that he had never had anything to do with gas and poison.,Il a minimisé son travail ultérieur à KTI ; il a affirmé qu'il n'avait jamais rien eu à voir avec le gaz et le poison.
I do not and shall not believe that Lord Buddha was the incarnation of Vishnu.,Je ne crois pas et ne croirai pas que le Seigneur Bouddha était l’incarnation de Vishnou.
"Like his father Claude, Brendan will drive the opposing team crazy as he is the perfect agitator.","Comme son père Claude, Brendan rendra l'équipe adverse complètement folle étant donné qu'il est le parfait agitateur."
Louis Claude Noisette became famous all over Europe.,Louis Claude Noisette devient alors célèbre dans toute l’Europe.
Only two of the nine movements are arias.,Seuls deux des neuf mouvements sont des arias.
"(In the early 1900s, women were not allowed to operate telescopes.)","(Au début des années 1900, les femmes n'étaient pas autorisées à se servir de télescopes.)"
The rifle Gardner used is still in the family today.,Le fusil de Gardner utilisé est toujours dans la famille aujourd'hui.
"Don’t allow yourself to become overly attached to any one authority in your field – the great professor, perhaps.","Ne vous attachez pas trop à une seule autorité dans votre domaine - le grand professeur, peut-être."
Londres 2009 Design Parade – Villa Noailles.,"Londres, 2009 Design Parade - Villa Noailles."
The Morgan Dunbar Oval and Sir Victor Smith Oval are located in Harman.,Le Morgan Dunbar Oval et le Sir Victor Smith Oval sont situés à Harman.
Otakuthon's staff and volunteers also organize events in Montreal other than the main annual convention.,Le personnel et les bénévoles de Otakuthon organisent également des événements à Montréal autres que la convention annuelle principale.
She left after a few months because of the poor respect she saw for Africans and herself.,Elle s'en alla après quelques mois du fait du peu de respect qu'on accordait aux Africains ainsi qu'à elle-même.
It is then of the same order of magnitude as (13).,Elle est donc du même ordre de grandeur que (13).
They considered a further 81 cultivars to be unique to one country.,Ils ont considéré 81 autres cultivars comme uniques dans un pays donné.
"As the war went badly for Russia, its catastrophes were reflected in Saint Petersburg.","Comme la guerre tournait mal pour la Russie, ses catastrophes se reflétèrent à Saint-Pétersbourg."
Carrea gave everything to me.,Carrea m’a tout donné.
One hundred manuscripts are chosen as finalists.,Une centaine de manuscrits sont choisis comme finalistes.
"This was later confirmed as Shell E&amp;P, adding the challenge of a deepwater specification.","Cela a été confirmé plus tard comme Shell E &amp; P, ajoutant le défi d'une spécification en eau profonde."
"Thus, I would like to carefully examine the Teiki and Kyūji, remove the errors, and establish the truth for future generations.","Aussi, je tiens à examiner attentivement le Teiki et le Kyūji, à supprimer les erreurs et à établir la vérité pour les générations futures,."
The police also made 35 successful search and seizures at illegal warehouses in January 2014.,La police a également fait 35 recherches et saisies réussies d'entrepôts illégaux en janvier 2014.
The Spanish legislation is not in conformity with the Directive.,La législation espagnole n'est pas en conformité avec la directive.
Cameron also took part in an attempt to establish Fort Collins.,Cameron prend également part à une tentative d'établissement du fort Collins.
"A trans woman can be registered, not only as female, but also as being ""born as a woman.""","Une femme trans peut être enregistrée, non seulement en tant que femme, mais aussi comme étant « née femme »."
In 1951 another group of Japanese students came to France to study.,"En 1951, un autre groupe d'étudiants japonais vient en France pour étudier."
"Each of the three governments had its own raw materials resources staff, and the Combined Development Trust was a means of coordinating their efforts.","Chacun des trois gouvernements avait son propre personnel chargé des ressources en matières premières et le Combined Development Trust était un moyen de coordonner leurs efforts,."
"Written in the Nahuatl language, it was made from animal skin.","Écrit dans la langue nahuatl, il est fabriqué à partir de peau d'animal."
"A young trans man, or a trans man who is in the earlier stages of transitioning.","Un jeune homme trans, ou un homme trans qui est dans les premiers stades de la transition."
"The winter period is called the ""period of unemployment"" and allows the completion of all maintenance work.",La période d'hiver est appelée « période de chômage » et permet de réaliser tous les travaux d'entretien.
"A Consultative Committee was established alongside the High Authority, as a fifth institution representing civil society.","Un Comité consultatif a été établi à côté de la Haute Autorité, comme une cinquième institution représentant la société civile."
The Canons are the judgment of the Synod against this Remonstrance.,Les canons sont le jugement du synode contre cette Remonstrance.
"To date, there are more than 6,000 papers and patents related to Suzuki reaction.","À ce jour, il existe plus de 6 000 articles et brevets liés à la réaction de Suzuki."
"Similar to his first son of the same name, Milton wrote poetry.","Comme son premier fils du même nom, Milton écrit de la poésie."
"According to the Federal Highway Administration, the bridge, which was 56 years old, started to rust.","Selon la Federal Highway Administration, le pont, qui avait 56 ans, a commencé à rouiller."
Not only was she heavily influenced by literature but by the painter Louis Muhlstock.,Non seulement elle est fortement influencée par la littérature mais par le peintre Louis Muhlstock.
"Although the Kurdish language was outlawed in Turkey from 1920 to 1990, he started to write in his mother tongue.","Bien que la langue kurde soit interdite en Turquie de 1920 à 1990, il commence à écrire dans sa langue maternelle."
"Except for Libya, all members were represented by their heads of state or government.","À l'exception de la Libye, tous les membres étaient représentés par leur chef d'État ou de gouvernement."
Slimane feared death in exile.,Slimane redoutait la mort dans l’exil.
"Designed for GM-Opel, it was based on Opel 1900 platform.","Conçue pour GM-Opel, il était basé sur la plate-forme Opel 1900."
Mining in Bolivia has been a dominant feature of the Bolivian economy as well as Bolivian politics since 1557.,L'exploitation minière en Bolivie a été une caractéristique dominante de l'économie bolivienne ainsi que la politique bolivienne depuis 1557.
"983,245 voters chose neither option.",983 245 votants ne choisirent aucune des options.
So the opium produced in Bengal was sold in Calcutta on condition that it be sent to China.,"Aussi, l'opium produit au Bengale était vendu à Calcutta à la condition qu'il soit convoyé en Chine."
"Reprinted in Chip Berlet, ed., Eyes Right!","Reprinted in Chip Berlet, ed., Eyes Right!"
O'Rourke supports efforts to combat global warming.,O'Rourke soutient les efforts de lutte contre le réchauffement climatique.
"However, the FCOM issued by TAROM and Swissair did include these procedures.","Toutefois, le FCOM publié par TAROM et Swissair incluait ces procédures."
"Ordered by Louis XV, it is the first trip around the world initiated by the French.","Ordonné par Louis XV, c'est le premier voyage autour du monde entrepris par des Français."
Exergy does not only consider energy but also energy quality.,Exergy ne considère pas seulement l'énergie mais aussi la qualité de l'énergie.
"The Bulgarian linguist, Vladimir Georgiev, examined the names of the twenty-six largest rivers of central and eastern Europe and found all of them be reconstructible to PIE.","The Bulgarian linguist, Vladimir Georgiev, examined the names of the twenty-six largest rivers of central and eastern Europe and found all of them be reconstructible to PIE."
A severe deficiency of real autonomy appears in the system established by the Chinese government.,Un déficit sévère d'autonomie réelle apparait dans le système mis en place par le gouvernement chinois.
Barnard's Star b technically remains a planet candidate as it has been proposed with a confidence figure of 99%.,L'étoile de Barnard b reste techniquement une planète candidate car elle a été proposée avec un taux de confiance de 99%.
3° Summer universities are seen as an occasion to transmit national legal cultures – as much as possible - in their national languages.,"3° Les universités d’été sont considérées comme une occasion de transmettre, autant que faire se peut, les cultures juridiques nationales par l’intermédiaire de leurs langues nationales."
Kramer Junction employs about 95 people and 45 people work at Harper Lake.,Kramer Junction emploie environ 95 personnes et 45 personnes travaillent à Harper Lake.
Otolaryngologic Manifestations Of Pregnancy.,Otolaryngologic Manifestations Of Pregnancy.
Modern turtle origins; the oldest known cryptodire.,Modern turtle origins: The oldest known cryptodire.
"Nuclei far from stability and astrophysics, Eds.","Nuclei far from stability and astrophysics, Eds."
"The building work was carried out by John Laing and Son, with 400 workmen and 80 specialists involved.","Les travaux de construction ont été effectués par John Laing et Fils, avec 400 ouvriers et 80 spécialistes impliqués."
With the same artist he worked (1702) in the piano nobile of the Palazzo Incontri.,"Avec le même artiste, il a travaillé (1702) au piano nobile du Palazzo Incontri."
In America we will aim for subtle victory.,En Amérique nous devons viser une victoire subtile.
Khalq's influence at Kabul University was also limited.,L'influence Khalq à l'Université de Kaboul était également limitée.
There are also mourners who dance and mourn the death of Helena.,Il y a aussi des personnes en deuil qui dansent et pleurent la mort d'Helena.
"However, unlike the EU's Council, the Bundesrat does not vary its composition depending on the topic being discussed.","Cependant, à la différence du Conseil de l'UE, le Bundesrat ne change pas de composition en fonction du sujet discuté."
"Celtic Connections – Glasgow, ""Highly Recommended"" nomination.","Celtic Connections – Glasgow, nominé ""Highly Recommended""."
"The Chinese name of Wikipedia was decided on 21 October 2003, following a vote.",Le nom chinois de Wikipédia fut décidé le 21 octobre 2003 à la suite d'un vote.
Part of these financial resources could also be invested in commercial activities.,Une partie de ces ressources financières pouvait être aussi investie dans les activités commerciales.
Lai Teck was not suspected as being a traitor until after the war.,Lai Teck n'a été soupçonné comme un traître qu'après la guerre.
The Ka-226 entered service in 2002.,Le Ka-226 est entré en service en 2002.
All Badley's initial ideas ― though their later development was quite different ― were taken from Reddie.,Toutes les idées initiale de Badley - même si leur développement ultérieur a été tout à fait différent - proviennent de Reddie.
"Bramo was also developing another turbojet, the 109-002.","Bramo était également en train de développer un autre turboréacteur, le 109-002."
Delta performed the same actions that TAROM did.,Delta a exécuté les mêmes actions que Tarom.
"In 2003, the city was designated as Korea's first free economic zone.","En 2003, la ville a été désignée comme étant la première zone économique libre de Corée."
"Especially since we’re not the men involved.""","Surtout depuis que nous ne sommes pas les hommes impliqués."""
He was considered a Chrétien loyalist who nonetheless worked well with the Martin camp.,Il est considéré comme un loyaliste de Chrétien qui a tout de même bien travaillé avec le camp Martin.
For why should it rather be of this one than that?,Pourquoi en effet serait-ce plutôt celui-ci que celui-là ?
Tommy Horton is a long-term Jersey resident.,Tommy Horton est un résident de longue durée Jersey.
CYBERsitter blocks out sites like National Organization for Women.,Cybersitter bloque des sites comme National Organization for Women.
Ono said that his goal was to teach judo at West Point.,Ono a déclaré que son objectif était d'enseigner le judo à West Point.
But two years later the village destroyed during the PKK-Turkish conflict.,"Mais deux ans plus tard, le village a été détruit pendant le conflit PKK-Turquie."
This allows a νp-process in these deep layers.,Cela permet un processus νp dans ces couches profondes.
"In that capacity, he visited Pakistan and Afghanistan in April and August of that year in order to continue the negotiations initiated by the Secretary-General some months earlier.","À ce titre, il se rend au Pakistan et en Afghanistan en avril et en août pour poursuivre les négociations entamées par le secrétaire général quelques mois plus tôt."
"Since then, Fox has been approached time and time again by other companies seeking his expertise.","Depuis lors, Fox a été abordé à maintes reprises par d'autres sociétés cherchant son expertise."
Monster a Go-Go! began as Terror at Halfday by Bill Rebane.,Monster A Go-Go a commencé sous le titre Terror at Halfday par Bill Rebane.
It is regarded by some as somewhat less strict than the SPE proven reserves.,Il est considéré par certains comme un peu moins strict que les réserves prouvées de la SPE.
It depends only on him to participate in this privileged act of creation.,Il ne dépend que de lui à participer à cet acte privilégié de la création.
"O Mary, conceived without sin, pray for us who have recourse to thee.","Ô Marie, conçue sans péché, priez pour nous qui avons recours à vous (ter)."
I often talk about him and Jane Austen in the same breath.,Il m'arrive souvent de parler de lui et de Jane Austen de la même façon.
"Jemima, Maria and Maria's daughter form a new family.","Jemima, Maria et la fille de Maria forment une nouvelle famille."
I speak for that person.,Je parle pour cette personne.
"For us, everything is lost now and the only way out left for us is the one which Hitler chose.","Pour nous, tout est perdu maintenant et la seule sortie à prendre est celle que Hitler a déjà choisi."
He's one of the best; we don't have writers like him in France today.,Il est parmi les meilleurs ; nous n'avons plus d'auteurs comme lui en France.
"However, the Reader has since been reissued by the Rebecca Clarke Society itself.",Cependant le Reader a depuis été réédité par la Rebecca Clarke Society elle-même.
"It is not an independent palace, but an extension of the Muslim palace that was still in use.","Il ne s'agit pas d'un palais indépendant, mais bien de l'ampliation du palais musulman qui était toujours utilisé."
"In 2017, 35 concrete actions were taken to this effect and detailed in the Sustainable Development and Societal Responsibility Report, which is published each year.","En 2017, 35 actions ont été réalisées et elles sont détaillées dans le Rapport de développement durable et responsabilité sociétale publié annuellement."
"Also known as Bush 12, its official name is now Amber Bush.","Également appelée Bush 12, son nom officiel est maintenant Bush Ambrée."
"However, the C&amp;O was a strong line.",Cependant le C&amp;O était un réseau solide.
There is no reason the composition could not have begun later.,Il n'y a aucune raison pour que la composition n'ait pu commencer plus tard.
"And after him his son, Muhammad, will rise at the end of time.",Son fils An-Nâsir Muhammad lui succède alors.
"In the early morning of 14 May, though the situation remained critical, a certain calm was evident in the Dutch Headquarters.","Dans la matinée du 14 mai, si la situation restait critique, un certain calme était évident au quartier général néerlandais."
"Around 90% of Hungarian arms have a green base, often a trimount.","Environ 90 % des armes hongroises ont une base de vert, souvent un trimont."
In the High Middle Ages the name was pronounced Lounan.,Pendant le haut Moyen Âge le nom se prononçait Lounan.
"He will score goals in this division, he will score goals in the next divisions.","Il va marquer des buts dans cette division, il marquera des buts dans les prochaines divisions."
"A team is allowed to ""tap out"" at any point during the 21-day challenge.",L’équipe est autorisée à « arrêter » à tout moment pendant le défi de 21 jours.
"One purchaser was Sir James Purves-Stewart, who constructed an access road and upgraded the building.","Un des acheteurs fut Sir James Purves-Stewart, qui a construit une route d'accès et a amélioré le bâtiment."
"However, entering the French School is difficult.","Cependant, entrer dans l'école française est difficile."
95 4 Pièces en forme d’une suite ancienne op.,95 4 Pièces en forme d’une suite ancienne op.
"The Series, trilogy, has been completed.","La série, trilogie, a été achevée."
